word,category
惟,NONE
懸魏,NONE
懿旨,NONE
戶口,SYS
既孚,NONE
普,NONE
有光,NONE
有奇,NONE
期年致,NONE
束茶,NONE
柳慶昌,PER
棩,NONE
欽,NONE
歡均,NONE
歲,NONE
殷禮事,NONE
渥,NONE
滯,NONE
滿洲布,NONE
甯,NONE
田地,NONE
畝徵銀,SYS
畦,NONE
皇后,NONE
皇靈跡,NONE
石有,NONE
祊,NONE
祖母,NONE
祭禮,NONE
禮還,NONE
箕,NONE
節婦,NONE
縱孝冠,NONE
聖,NONE
聖母,NONE
聖自天,NONE
致,NONE
舒庫,NONE
苐,NONE
莫,NONE
萬七,NONE
萬壽節,NONE
蕩,NONE
衍,NONE
表,NONE
表文,NONE
覃,NONE
請安,NONE
豆麥,NONE
貢禮物,NONE
賀,NONE
賀朝,NONE
賀禮免,NONE
進歲,NONE
邦,NONE
銀建坊,NONE
錢二萬,NONE
錫,NONE
闕,NONE
陛下,NONE
除夕,NONE
陪臣,NONE
頃,NONE
預虎,NONE
類,NONE
高氏,GRP
鮮國王,OFF
鹽,NONE
予陣亡,NONE
他,NONE
周祚,PER
哈番,OFF
喇,NONE
布勒,NONE
春分,NONE
朝日,NONE
杜,NONE
東郊,LOC
海行禮,NONE
索布,NONE
統圖,NONE
遣大學士衛,PER
一半,NONE
一州,NONE
一己,NONE
一疏,NONE
一隅,NONE
不理,NONE
中外,NONE
之大慶,NONE
之誼,NONE
事爾部,NONE
五府,NONE
以來,NONE
仰干宸,NONE
仰荷,NONE
任事,NONE
休息,NONE
何不,NONE
何官令,NONE
侵冒,NONE
候缺,NONE
偽永,NONE
公祜塞俱為,NONE
其變,NONE
具奏且,NONE
出邊,NONE
分用,NONE
分項,NONE
南投,LOC
原無分,NONE
參奏,NONE
及殊,NONE
叩,NONE
各犯,NONE
吳三桂,PER
命爾部,NONE
咸使,NONE
嚴飭,NONE
回奏,NONE
困苦,NONE
圉,NONE
壬申,DATE
多寡,NONE
多羅饒,NONE
大將,OFF
天地,NONE
夫妻,NONE
奇冤,NONE
奏將,NONE
妻,NONE
孝陵,LOC
孥,NONE
安徽,LOC
完日將,NONE
官兵,NONE
官分用,NONE
官員時,NONE
定西,LOC
實心,NONE
將,NONE
將軍愛星,NONE
巡撫止,NONE
希圖,NONE
平西,NONE
平西王,OFF
底定,NONE
弗寧今,NONE
征剿,NONE
得以,NONE
從此,NONE
必實,NONE
應補,NONE
投誠官,NONE
推,NONE
撫理應,NONE
操江,OFF
數年,NONE
明白,NONE
朔尊,NONE
未議,NONE
果家產,NONE
此等,NONE
此變,NONE
永,NONE
沆疏言,NONE
清理,NONE
滿年,NONE
營,NONE
父子,NONE
父鎮國,NONE
犯人,NONE
獲偽永,NONE
獲疆,NONE
率逆賊,NONE
王傑書,PER
王化致,PER
王岳樂父,PER
生民,NONE
白文,NONE
盡絕,NONE
直抵,NONE
眷佑,NONE
知爾部,NONE
碩安親,NONE
碩康親,NONE
祖宗,NONE
祭禮念,NONE
私情,NONE
竊踞,NONE
竟,NONE
管,NONE
糜費宜,NONE
糧餉,NONE
統領,OFF
緬甸,LOC
總督管,NONE
聞,NONE
行告,NONE
見任,NONE
詔告,NONE
誠官,NONE
議覆以,NONE
變賣,NONE
賠償,NONE
賣妻,NONE
賣果,NONE
贈,NONE
軍務,NONE
轄,NONE
轉運,NONE
追比,NONE
進征,NONE
違例,NONE
閽,NONE
阿,NONE
阿巴泰,PER
陵,NONE
離,NONE
人稀,NONE
佟鳳彩,PER
公噶布,PER
初定,NONE
南充,LOC
命,NONE
喇為,NONE
四川,LOC
土滿,NONE
居民,NONE
岳池,LOC
巡撫林,PER
平武,LOC
建昌,LOC
應如,NONE
拋棄,NONE
既經,NONE
東海,LOC
江油,LOC
甲辰,DATE
疏言川省,NONE
癸卯,DATE
行禮戶,NONE
覆鳳陽,NONE
請予,NONE
請將,NONE
起龍,PER
遷移,NONE
領侍衛內,OFF
一子入,NONE
三千里,NONE
下東,NONE
之中,NONE
候選,NONE
僻,NONE
及查,NONE
另移,NONE
可以,NONE
司僉事,OFF
各撫將,NONE
吏科給,OFF
周明,PER
在籍,NONE
報部,NONE
夔,LOC
多年,NONE
大選,NONE
官員內,NONE
容臣,NONE
巨寇,NONE
己巳,DATE
已成,NONE
已故,NONE
廕,NONE
彼此,NONE
待,NONE
急,NONE
成都,LOC
扣選有,NONE
授者,NONE
揀,NONE
暫,NONE
書予,NONE
李可愛為,NONE
李國英,PER
東,NONE
查明,NONE
殉難陽,NONE
猶然,NONE
率,NONE
環伺,NONE
疏言查,NONE
癸酉,DATE
監讀,NONE
穀,NONE
舉人選,NONE
蜀,LOC
西偏,NONE
詳查,NONE
調度,NONE
議行,NONE
贈山東,NONE
進士者,NONE
選之舉,NONE
選授,NONE
重慶居,NONE
重慶緩,NONE
開送,NONE
難,NONE
鞭長,NONE
領兵,NONE
不則,NONE
不結,NONE
之弟,NONE
之限有,NONE
事件,NONE
二十日,DATE
其餘,NONE
古禮,NONE
告理,NONE
命議,NONE
奉旨,NONE
尊稱,NONE
尚可喜,PER
平南王,OFF
廈門,LOC
徽號,NONE
必申,NONE
急限外,NONE
成功,NONE
撫批,NONE
政王,NONE
文移督,NONE
旨嘉獎,NONE
曹國,NONE
會議,NONE
未定,NONE
柄,NONE
每,NONE
每一,NONE
海寇,NONE
疏報,NONE
發軍民,NONE
糾參,NONE
結者,NONE
規程,NONE
許龍,NONE
議敘,NONE
過,NONE
鄭,NONE
鄭成,NONE
一體准,NONE
一體議,NONE
三缺,NONE
不留,NONE
中黃熙,NONE
之官,NONE
以後革職,NONE
任官,NONE
休致,NONE
冊,NONE
准與,NONE
分,NONE
刑科,OFF
功,NONE
功次,SYS
加級紀,SYS
加級者則,NONE
員革職,NONE
如遇,NONE
孳,NONE
巡道,OFF
應得,NONE
應照,NONE
應議,NONE
抵,NONE
抵惟老,NONE
抵銷,NONE
敘,NONE
敘紀錄,SYS
敘而罪,NONE
敘至,NONE
有加,NONE
未革,NONE
東濟南,LOC
法之平,NONE
濟寧兵,NONE
照,NONE
照民例,NONE
病休,NONE
登州,LOC
級紀,NONE
級紀薦,NONE
經,NONE
經革,NONE
纘,NONE
缺補用,NONE
職,NONE
職之先,NONE
職無庸議,NONE
致之官,NONE
著遇,NONE
薦,NONE
行禮以,NONE
裁山,NONE
言官,OFF
議罪,NONE
車克為,NONE
辛未,DATE
遇,NONE
錄者,NONE
開心,NONE
降級則,NONE
降調,NONE
革,NONE
龔鼎,PER
丕,NONE
並隆,NONE
之儀,NONE
之德,NONE
之道,NONE
仁憲,NONE
仁承,NONE
儀佐,NONE
即擇,NONE
古制詢,NONE
吉以,NONE
后,NONE
嗣徽,NONE
四海,NONE
基啟,NONE
天德,NONE
太,NONE
太皇太后,OFF
婦時際,NONE
孝,NONE
宅中,NONE
宗文皇帝,DATE
定鼎,NONE
宜備,NONE
寬,NONE
尊上,NONE
尊號,NONE
尊顯,NONE
庚午,DATE
廣羅總兵,OFF
必崇夫,NONE
恩德,NONE
恭承懿,NONE
惟君國,NONE
愛戴彌,NONE
慇,NONE
慈和,NONE
慈壽恭,NONE
慶敦惠,NONE
懋昭,NONE
明妻,NONE
昭,NONE
昭聖,NONE
梁清,NONE
楊氏,PER
正六宮,NONE
母,NONE
母儀,NONE
母后,NONE
民之務,NONE
淑,NONE
溫恭慈惠,NONE
王氏,PER
理化,NONE
皇祖,NONE
皇考,NONE
眇,NONE
章慶,NONE
簡安懿,NONE
簡安懿章,NONE
粵稽,NONE
肇建,NONE
良棟,PER
荷鴻圖,PER
訓仰,NONE
誕育,NONE
諭禮部,NONE
謀,NONE
貴州督標,GRP
躬聖善,NONE
軍副將,OFF
配克,NONE
陸萬頃,PER
雲南,LOC
雲南趙州烈,PER
音表,NONE
順協坤,NONE
首重,NONE
馮溥,PER
不用,NONE
二年,DATE
兩請予,NONE
利瓜洲,NONE
剝,NONE
商船,NONE
國史院,OFF
地太廟,NONE
官告,NONE
工銀,NONE
戊戌,DATE
成克,PER
朱之錫,PER
河道,NONE
由閘,NONE
盤,NONE
祭天,NONE
胡世巴之子,PER
至瓜洲,LOC
船戶,NONE
船濟,NONE
覓,NONE
說塞襲,NONE
通行,NONE
鞏為,NONE
之子,NONE
人得,NONE
今當,NONE
俱著授,NONE
內俱著,NONE
公噶播,PER
副將,OFF
十四,NONE
右路,NONE
恩,NONE
應止,NONE
拉之子,PER
授以,NONE
旨長,NONE
春宮,NONE
李榮,PER
水師,NONE
溫州,LOC
照伊父,NONE
秦保,NONE
蒙,NONE
補用,NONE
讀書,NONE
辛酉,DATE
選入,NONE
題請,NONE
一次,NONE
世哈,NONE
並議,NONE
五品,OFF
五縣,NONE
例之事,NONE
傳為,NONE
六品,OFF
典章,SYS
分水,NONE
初之制,NONE
增入,NONE
太常,OFF
太常寺,OFF
如有,NONE
官未,NONE
定,NONE
差予,NONE
己亥,DATE
庚子,DATE
明末,DATE
本年,NONE
正成,NONE
滿官,NONE
潁,NONE
王岳樂,PER
疋,NONE
禮部應,NONE
稱,NONE
紀錄,NONE
給表,NONE
給表一,NONE
統濟,NONE
經歸,NONE
經議,NONE
考俱經會,NONE
考止,NONE
考滿,SYS
職官,NONE
職者,NONE
著將,NONE
裏,NONE
議漢官,NONE
議訂,NONE
轉俱,NONE
轉俱著,NONE
轉滿,NONE
非明,NONE
鴻,NONE
一人,NONE
一十五,NONE
一千三百,NONE
一千六百,NONE
一萬,NONE
七十八,NONE
七十六,NONE
七百,NONE
三十四,NONE
三千,NONE
三千五百,NONE
三萬,NONE
上表,NONE
九十八,NONE
二十,NONE
二百三十,NONE
五斗,NONE
五百三十,NONE
俞曰昌妻,PER
兩六錢,NONE
八人漢軍張,NONE
八十九,NONE
六千,NONE
十人漢,NONE
呂氏,PER
呂爾載,PER
四千五百,NONE
堂子,LOC
妻莫氏,PER
宮行,NONE
拜神,NONE
文禮妻,PER
有奇草,NONE
朝賀,NONE
朝鮮國王,PER
滿氏,NONE
畢詣,NONE
百八十,NONE
石,NONE
禮御殿,NONE
筵宴,NONE
表賀,NONE
還宮,NONE
那桑,NONE
鑄錢,SYS
閔氏,GRP
阿妻,NONE
阿拉米,NONE
頃一,NONE
一員久任,NONE
一龍,PER
不許,NONE
中雷,NONE
京堂,OFF
京慶,NONE
人員去,NONE
例免,SYS
允,NONE
內院,OFF
典禮,NONE
前往,NONE
十五日,DATE
十四年,DATE
各本,NONE
商民,NONE
堂官,OFF
孔格以,NONE
官八員餘,NONE
官同,NONE
官員,NONE
官員除,NONE
封借,NONE
將滿漢,NONE
工人,NONE
差停,NONE
差應,NONE
差江寧,NONE
差督,NONE
差遣,NONE
建孝陵,NONE
悞,NONE
慶賀,NONE
才,NONE
文典,NONE
方,NONE
明洪武,DATE
杭州,LOC
正紅旗,GRP
河工,NONE
漕運,SYS
漢,NONE
照舊,NONE
監造,OFF
盧崇峻,PER
目疾,NONE
相擇,NONE
禮仍照,NONE
統朱,NONE
繁苦,NONE
織造,OFF
聖壽節,DATE
職掌且,NONE
自宜同,NONE
舉行,NONE
舊行,NONE
船,NONE
著禮,NONE
蘇州,LOC
衙門官,NONE
解任,NONE
賀表,SYS
賀表文著,NONE
輪班,SYS
進外,NONE
進慶,NONE
進表文,SYS
選內務府,NONE
選用,NONE
部堂,OFF
開工,NONE
關,NONE
隨令,NONE
隻,NONE
題營,NONE
驛遞,NONE
齎,NONE
中于,NONE
乘夜,NONE
事平察,NONE
二府,NONE
仍令,NONE
伯,OFF
作何,NONE
使衛,NONE
便宜,NONE
偽,NONE
傳道,NONE
內地,NONE
六十,NONE
兵卒,NONE
分插,NONE
剿昌寧直,NONE
台州,LOC
各營,NONE
嚴州二府,LOC
報進,NONE
多羅貝勒善,PER
守庫,NONE
完欠,NONE
將邊,NONE
屯丁易,NONE
屯糧,NONE
州府,NONE
庶令,NONE
戊辰,DATE
招降,NONE
搗逆巢,NONE
攝,NONE
改,NONE
新化,NONE
有所,NONE
朔命,NONE
李國,NONE
死,NONE
殺,NONE
海投,NONE
消異志,NONE
渠寇,NONE
甚遠,NONE
由寧波,NONE
畏忌,NONE
當陣,NONE
發,NONE
發紹興,NONE
發金華,NONE
總督移,NONE
考核,NONE
至者,NONE
英疏,NONE
茶馬額數,SYS
蘭疏,NONE
處州二府,NONE
衢州,LOC
袁宗第,PER
覺羅,GRP
距海,NONE
輸將,NONE
遁,NONE
達,NONE
都司,OFF
酌定,NONE
陰,NONE
雅布,PER
食糧應,NONE
餘員,NONE
馮起,PER
駐廣,NONE
鳳偽,NONE
黃,NONE
鼓勸,NONE
兵備,NONE
兼理,NONE
哈納,PER
尼什,PER
德護,PER
瑪行,PER
甲午,DATE
盛為,NONE
石兵,NONE
祭禮裁,NONE
禮以,NONE
統班際,NONE
統穆里,PER
缺歸思仁守,NONE
缺裁,NONE
蘇松,LOC
行繹,NONE
貴州思,NONE
陣亡,NONE
顧論,NONE
三等,NONE
丙寅,DATE
中書易,NONE
吳庫,NONE
城寨,NONE
報建築,NONE
大理寺,SYS
朔予,NONE
正,NONE
礟,NONE
竣,NONE
符渭英,PER
考官,OFF
評事,OFF
道沛,NONE
鄉試,SYS
金山,LOC
鎮江府,LOC
韓世琦疏,NONE
不克親,NONE
不止,NONE
中何,NONE
乙未,DATE
享殿,NONE
供獻,NONE
儀仗,NONE
各官詣,NONE
命諸王,NONE
哀痛,NONE
啟行,NONE
奠酒,NONE
宿次,NONE
寅時,NONE
康皇后,PER
彌日,NONE
往孝陵,LOC
搶,NONE
檢討,OFF
每至,NONE
澄,NONE
熊賜,PER
璵,NONE
經過,NONE
諭止,NONE
貝勒內,NONE
送呼,NONE
門橋,NONE
隨後行,NONE
主事,OFF
乙丑,DATE
劉子,PER
命給,NONE
外郎,OFF
官哈爾庫,PER
恩公,NONE
正為,NONE
海澄公,OFF
王勗,PER
編修,OFF
西延綏,LOC
西鄉,LOC
許暢,PER
試正,NONE
選世襲,SYS
高為,NONE
丁酉,DATE
三營,NONE
丙申,DATE
中營,NONE
乞假,NONE
二路,NONE
五營,NONE
伯伊爾登,PER
光泰為,NONE
八百,NONE
厄魯特,GRP
右前,NONE
司右,NONE
各標,NONE
名題,NONE
四營,NONE
坐,NONE
孫噶都,PER
將備,NONE
左二營,LOC
左右,NONE
張杰會,PER
應設,NONE
提標,GRP
朱之瑤,PER
水戰兵,NONE
水手,NONE
班禪,OFF
疏言水師,NONE
白旗,GRP
祭先師,NONE
統以,NONE
胡土克圖,OFF
蔣,NONE
西藏,LOC
親兄,NONE
遣大學士,NONE
遷葬,NONE
鄂,NONE
鎮標,GRP
齊爾汗,PER
丁口,NONE
七萬,NONE
剿,NONE
喀爾喀車,NONE
喀禪征,NONE
國,NONE
增丁銀,NONE
多羅貝勒噶爾瑪,PER
察核,NONE
將軍傅,PER
新增,NONE
江西省,LOC
泰統,NONE
甲子,DATE
男婦,NONE
統光,NONE
統噶褚哈為,NONE
董,NONE
蘇,NONE
衞,NONE
西山,LOC
貢宴,NONE
軍同,NONE
進九白,NONE
鎮守,NONE
鎮西將,NONE
領滿洲,NONE
七州,NONE
之人,NONE
事熊,NONE
二部,NONE
互相,NONE
今同,NONE
以病,NONE
以示,NONE
何義乃,NONE
俸序,NONE
假,NONE
優錄,NONE
允之喀爾喀車,NONE
免行禮,NONE
回部,GRP
始准,NONE
官應,NONE
差回,NONE
差者,NONE
序俸互,NONE
得力,NONE
戶工,NONE
指,NONE
文舉,NONE
新任,NONE
新樂,LOC
李之粹,PER
李率泰,PER
杜趨,PER
條奏,SYS
滿起,NONE
獨異,NONE
眾來,NONE
禮遣,NONE
縣本,NONE
臂,NONE
臣濟農,PER
補本,NONE
較,NONE
轉之法,NONE
轉則,NONE
辦事,NONE
避,NONE
部屬,NONE
鄭錦所,NONE
魏明,PER
鼓勵,NONE
一擬,NONE
一案,NONE
一百六十,NONE
丁卯,DATE
七謀反,NONE
不合,NONE
丞,OFF
並無當,NONE
之事,NONE
九人,NONE
二百五十,NONE
例給,NONE
侵犯,NONE
俱屬,NONE
傾心,NONE
僧進,NONE
免直,NONE
免罪,NONE
免議,NONE
兩營,NONE
兩議,NONE
八萬石,NONE
化應准,NONE
千把,OFF
原無通,NONE
參將,OFF
叛逆,NONE
吳,NONE
哈爾佛,PER
唐,NONE
嚮,NONE
城守,OFF
堅,NONE
外國進,NONE
大敗,NONE
太師,OFF
如梅,PER
如虛即,NONE
宋琬,PER
官王,NONE
察,NONE
實即,NONE
審,NONE
審情,NONE
審總督,NONE
將原,NONE
將無確,NONE
少師,OFF
崇文,LOC
帶來,NONE
干,NONE
情節,NONE
懸,NONE
折光,NONE
揣定擬,NONE
收稅,NONE
改鎮,NONE
會典,SYS
朔戶部,NONE
梁山,LOC
極典,NONE
標統,OFF
正法,NONE
水淹,NONE
汀州,LOC
海三縣,NONE
烏,NONE
營遊擊,OFF
物件,NONE
理應,NONE
生擒,NONE
當哈爾佛,NONE
皮靜,PER
祖澤溥,PER
禮部議,NONE
秋夾擊,NONE
米,NONE
總督白,NONE
總等官,NONE
胡世安,PER
董篤行,PER
記冊,NONE
証,NONE
詳,NONE
議覆凡,NONE
議覆山東,NONE
貢之人,NONE
貢之例,NONE
貢查,NONE
貿易,NONE
通同于,NONE
進功,NONE
進貢,NONE
重罪,NONE
門監督止,NONE
隸東,NONE
鞫,NONE
餘人,NONE
丹津,PER
乘勝,NONE
二十一日,DATE
亦殊,NONE
人員俱著,NONE
具見,NONE
出海,NONE
功深,NONE
勢,NONE
取浯嶼,NONE
可嘉,NONE
周全,PER
命克奏膚,NONE
夾板,NONE
宋徵輿,PER
官四子,NONE
察明,NONE
寺卿予,NONE
將士用,NONE
尚荷蘭國,NONE
巢,NONE
巴拜,PER
師協力,NONE
慕蘇,NONE
擊賊,NONE
攻克,NONE
故多羅貝勒善,PER
故多羅貝勒噶爾瑪子,NONE
斌,NONE
斬,NONE
施琅,PER
會,NONE
有功,NONE
有方,NONE
殉難,NONE
法,NONE
海逆克取,NONE
渡海,NONE
焚毀,NONE
王率,NONE
癸巳,DATE
登舟,NONE
眾驚潰,NONE
祭以,NONE
窮宵,NONE
索諾,NONE
統率,NONE
耿繼茂,PER
芝光祿,PER
若真,PER
荷蘭國,LOC
袁生,PER
補原,NONE
逆賊,NONE
進剿,NONE
達子,NONE
達爾漢卓禮克圖,PER
邀擊,NONE
鄭錦,PER
金門,LOC
金門二島,LOC
靖南王,OFF
領舟,NONE
首千餘級,NONE
三週,NONE
今革面,NONE
倚恃,NONE
優敘,NONE
報偽,NONE
壬戌,DATE
孝陵遣,NONE
庚疏,NONE
廣總督,OFF
張長,PER
忌辰,NONE
推重,NONE
暮,NONE
朱由榔,PER
毛壽,PER
添設,NONE
璜,NONE
登始,NONE
眾逆寇,NONE
祫,NONE
祭太廟,NONE
祭孝陵,NONE
繼為,NONE
缺湖,NONE
一百名,NONE
中式,SYS
中額止,NONE
五州,NONE
依議,NONE
值班,NONE
儀王,OFF
其武,NONE
取中,NONE
城門,NONE
壽州,LOC
外行,NONE
大典,NONE
大門,NONE
大門陵,NONE
官員導,NONE
尊,NONE
差免,NONE
廖丹,PER
引進,NONE
往,NONE
恭,NONE
投誠官員應,NONE
推選者,NONE
暫停,NONE
會試,SYS
有事,NONE
朔免,NONE
本科,NONE
查會試,NONE
榜,NONE
武進士,OFF
武闈,SYS
殿門,LOC
減去,NONE
湯泉養,NONE
王貝勒行,NONE
疏言邊,NONE
疾者,NONE
看守,NONE
石碑,NONE
石門王,NONE
祗,NONE
祭祀,SYS
禮得旨,NONE
禮開,NONE
秦州,LOC
縣衛,SYS
若遇,NONE
裁會試,NONE
詣,NONE
謁,NONE
議覆禮,NONE
賦十,NONE
進士候,NONE
進謁,NONE
鐫,NONE
開門餘,NONE
陵禮,NONE
隨班行,NONE
高,NONE
一百,NONE
之家,NONE
乘機入,NONE
予山,NONE
二十二日,DATE
人民,NONE
人者,NONE
人責,NONE
以勵,NONE
入界,NONE
兩之例,NONE
兩給付,NONE
分來,NONE
十八日,DATE
同知,OFF
吳盛,PER
吳萬福,PER
報海逆洪旭黃廷,NONE
失殺,NONE
將來,NONE
將殿,NONE
張傑,PER
恭遇,NONE
意欲,NONE
所轄偽將,NONE
投誠人,NONE
投誠群,NONE
接應,NONE
擁,NONE
攻剿,NONE
敘錄,NONE
旗下,NONE
旗民有,NONE
春雷,NONE
朔加授,NONE
東陣亡,NONE
板,NONE
死者,NONE
殲賊眾,NONE
殺者,NONE
照給,NONE
犯內,NONE
犯過,NONE
癸亥,DATE
破賊,NONE
福寧,LOC
統兵,NONE
耿繼茂疏,PER
蔡,NONE
試之期,NONE
賠,NONE
踞,NONE
追,NONE
追銀,NONE
過失,NONE
鄭錦殘黨,GRP
銅山,LOC
鎮將,OFF
阮,NONE
阿納海,PER
陸鰲,PER
鞭,NONE
領兵民,NONE
馳剿,NONE
七府,NONE
二千,NONE
以四子,NONE
內務府,SYS
力,NONE
喇哈為,PER
圖巴,PER
安輯,NONE
寶衡,PER
巴拜子,PER
投誠事務,NONE
投誠請隸,NONE
故達爾漢卓禮克圖,PER
明珠,PER
梧標,PER
永辰常岳,NONE
沙克都爾襲,NONE
沙轄長,NONE
湖廣右,NONE
爵,OFF
移,NONE
管理,NONE
統命,NONE
賁岱,PER
辛卯,DATE
郴靖二州,LOC
駐長,NONE
一十八,NONE
一千八百,NONE
七頃,NONE
三十六,NONE
中路,NONE
六百三十四,NONE
劉兆麒疏,PER
劉進,PER
右翼,NONE
周召南,PER
四十五,NONE
報安,NONE
墾,NONE
墾田,NONE
奇岳長,PER
寶永辰,NONE
將馬化,NONE
屬續,NONE
州屬,NONE
常靖六府,NONE
忠為,NONE
畝,NONE
畝有,NONE
荊等十府,NONE
衡辰,NONE
郴靖,NONE
鎮副,NONE
隨征,NONE
麒,NONE
一請,NONE
三縣,NONE
今齊河,NONE
以省,NONE
以節,NONE
其島,NONE
冗費,NONE
同稱,NONE
周有德,PER
單以,NONE
固,NONE
國用,NONE
地畝,NONE
增租,NONE
增租應,NONE
壬辰,DATE
屬海島,NONE
已歸內,NONE
廢藩,NONE
徐惺條,PER
徵糧,NONE
更番,NONE
歷城,LOC
歷城縣,LOC
河夫,NONE
河官,OFF
河防,NONE
照民地,NONE
登青萊三府,LOC
發蘆,NONE
禁洲,NONE
糧應,NONE
苦累,NONE
蠲除,NONE
裁無益,NONE
覆山東,NONE
課易知,NONE
議戶,NONE
齊河,LOC
一品,OFF
三郡,NONE
不肖,NONE
不議,NONE
之擾,NONE
之故,NONE
之累,NONE
事施福,NONE
今將,NONE
今據,NONE
以前,NONE
以後務,NONE
以後貪官,NONE
以此,NONE
但民欠,NONE
侵吞,NONE
侵漁解,NONE
俱著,NONE
俾,NONE
候代,NONE
借運,NONE
催徵,NONE
催徵者,NONE
催徵貪,NONE
催科,NONE
入,NONE
兵,NONE
兵餉,NONE
其先,NONE
出洋,NONE
分且,NONE
刦,NONE
剋,NONE
前將,NONE
前者,NONE
力備,NONE
勒古,NONE
匱,NONE
十九,NONE
十五年,NONE
同仁,NONE
命督撫,NONE
咸知,NONE
器械,NONE
嚴加,NONE
因,NONE
因新舊,NONE
國計,NONE
圖巴襲,NONE
外見,NONE
多壓,NONE
奇先,NONE
奇藥材,NONE
奪,NONE
奸吏,NONE
官吏,NONE
官員人,NONE
官員免,NONE
實,NONE
實給,NONE
寬釋,NONE
將此,NONE
已者,NONE
布,NONE
庚申,DATE
張煌言擊敗,NONE
張賢,PER
徵之時,NONE
徵加,NONE
徵監禁,NONE
徵見,NONE
徵錢,NONE
必徵輸,NONE
意以,NONE
所欠,NONE
找給,NONE
撥給,NONE
撮,NONE
支給,NONE
故多羅貝,NONE
旱災,NONE
曉諭,NONE
會剿,NONE
有將,NONE
有議,NONE
木子,NONE
李長,PER
極勞苦,NONE
榮,NONE
標下,NONE
款項,NONE
歷年,NONE
民生,NONE
水,NONE
汙,NONE
泉州,LOC
派,NONE
清楚,NONE
溺,NONE
漳州,LOC
火,NONE
無內,NONE
無故,NONE
無益况,NONE
然後國用,NONE
燒,NONE
爾,NONE
獄,NONE
獲船,NONE
甚多此,NONE
甚憫,NONE
發及,NONE
科派,NONE
積欠,NONE
空受,NONE
糧俱經,NONE
糧內,NONE
糧官,NONE
糧悉,NONE
糧關,NONE
紬,NONE
累年,NONE
給自順治,NONE
絹,NONE
繫,NONE
缺額,NONE
自用,NONE
自順治,DATE
至意,NONE
至此,NONE
興化,LOC
苛擾,NONE
若將,NONE
萬兩有,NONE
萬石,NONE
著議,NONE
蒿,NONE
藥材,NONE
蠲免,NONE
裨,NONE
觔,NONE
計向,NONE
詔,NONE
諭戶部,OFF
豈,NONE
貪,NONE
資生,NONE
賊眾,NONE
賑恤,NONE
軍民一視,NONE
追比反,NONE
逆寇,NONE
違禁侵,NONE
那用,NONE
那移,NONE
銀共,NONE
銀米,NONE
隨水師,NONE
需糧,NONE
項,NONE
項九萬有,NONE
項嚴,PER
顧之憂,NONE
並無檔,NONE
以父,NONE
以行查,NONE
侍衛未,NONE
內後授,NONE
加恩以,NONE
加雲南,NONE
十員扎爾虎齊,NONE
博爾金,PER
司,NONE
吳六奇,PER
坐題,NONE
太傅,OFF
姚總兵,PER
官因,NONE
官陳德為,PER
少保廣東,NONE
少傅,OFF
己丑,DATE
庚寅,DATE
廣西右,NONE
張國柱,PER
張彥,PER
彭而述,PER
從之免,NONE
應屬,NONE
推廣東,NONE
新添,NONE
昔勤勞,NONE
時原,NONE
最著,NONE
案據,NONE
海豐,LOC
漢軍武職,NONE
漢軍都,NONE
珩,NONE
由臣,NONE
立碑,NONE
納行,NONE
統在,NONE
統將,NONE
統覺,NONE
職掌則,NONE
蒙恩,NONE
蒙景楚,NONE
衛,NONE
補查,NONE
覆得旨,NONE
賦,NONE
鑲紅旗,GRP
題內外,NONE
饒平,LOC
不准,NONE
不力,NONE
之員任,NONE
仍應,NONE
以散,NONE
儀使,NONE
儀衛,NONE
先有,NONE
先續,NONE
冠軍使,OFF
冷子,NONE
十二,NONE
原無降,NONE
參各官,NONE
否給,NONE
呂宮,PER
哈什,NONE
喇沁故,NONE
因公,NONE
大昌,NONE
官員凡,NONE
巴色,NONE
徵完解,NONE
恢,NONE
掌衛事,NONE
撫題,NONE
敘以,NONE
明開,NONE
本官,NONE
李蔭祖,PER
杜楞貝勒圖,PER
海為,NONE
為例,NONE
班達爾沙,PER
瑪為,NONE
秩,NONE
答達,NONE
紀薦,NONE
給還,NONE
給還永著,NONE
舉之處查,NONE
詿,NONE
誤後經,NONE
請議,NONE
議覆開,NONE
辨明,NONE
還紀,NONE
錄薦,NONE
鑾,NONE
降革,NONE
雖據,NONE
離任,NONE
革之罪,NONE
丙戌,DATE
乾許,NONE
人多永無補用,NONE
令督,NONE
以後漢人,NONE
例行,NONE
停差,NONE
外用,NONE
審止,NONE
審錄,NONE
小,NONE
往察,NONE
撫會同,NONE
朔內,NONE
漢軍漢人,GRP
漢軍難,NONE
照漢,NONE
照漢軍例,NONE
燧,NONE
生,NONE
生俱以,NONE
生俱著,NONE
疾,NONE
直隸秋,NONE
知州,OFF
缺少,NONE
范承謨,PER
袁象,PER
轉既已,NONE
隨到,NONE
隨補漢人,NONE
一員得,NONE
一相,NONE
七品,OFF
乙卯,DATE
今後漢,NONE
今漢軍漢官,GRP
以正,NONE
兩員者,NONE
剿平,NONE
務,NONE
各一員,NONE
唐王,PER
四年,DATE
天貴,NONE
太優,NONE
存留,NONE
孝慈高,NONE
官員畫,NONE
官多諾,NONE
官用,NONE
官補授,NONE
宿度,NONE
寨,NONE
對,NONE
少卿,OFF
己未,DATE
彗星,NONE
恭城,LOC
應裁,NONE
旦為,NONE
旨漢,NONE
